household_id,monthly_electricity_consumption_kwh,household_income,household_size,urban_or_rural,appliance_count,renewable_energy_access,electricity_dependency_score
HH_01680,194.2,26667,3,Urban,2,No,7.65
HH_01681,223.7,16295,6,Rural,1,No,8.45
HH_01682,180.4,17919,5,Rural,1,No,8.75
HH_01683,209.6,6335,4,Rural,1,No,9.96
HH_01684,220.4,46167,6,Urban,4,No,7.56
HH_01685,130.3,26702,2,Urban,2,Yes,7.13
HH_01686,296.7,74609,7,Urban,7,Yes,6.91
HH_01687,247.9,49897,5,Urban,5,No,7.05
HH_01688,279.2,70625,4,Urban,8,Yes,5.94
HH_01689,193.1,19082,3,Urban,1,No,7.54
HH_01690,189.1,28008,1,Urban,4,No,7.86
HH_01691,163.8,8541,1,Rural,1,No,9.61
HH_01692,160.0,11790,3,Rural,1,Yes,7.95
HH_01693,241.4,74188,1,Urban,7,No,6.8
HH_01694,239.2,43941,2,Rural,6,No,8.74
HH_01695,171.2,9038,3,Rural,1,No,7.84
HH_01696,143.3,26585,2,Urban,2,No,6.89
HH_01697,214.3,33435,9,Urban,3,No,7.81
HH_01698,160.7,25578,1,Rural,2,Yes,10.0
HH_01699,198.5,6261,5,Rural,1,No,8.1
HH_01700,195.7,6879,4,Rural,1,No,10.0
HH_01701,173.0,24146,4,Rural,2,Yes,7.58
HH_01702,216.9,5589,4,Rural,1,No,10.0
HH_01703,221.1,26769,3,Urban,2,Yes,7.34
HH_01704,179.7,38574,4,Urban,3,No,6.75
HH_01705,176.4,44913,3,Urban,4,No,7.49
HH_01706,225.9,16532,6,Rural,1,No,8.45
HH_01707,198.7,28103,3,Urban,3,Yes,7.92
HH_01708,213.1,58095,5,Urban,4,Yes,6.86
HH_01709,242.4,21359,7,Rural,3,No,6.09
HH_01710,189.5,23739,6,Urban,2,No,6.94
HH_01711,194.3,18412,3,Rural,1,No,9.34
HH_01712,196.5,44046,2,Urban,3,Yes,8.07
HH_01713,343.0,50466,4,Rural,5,No,8.87
HH_01714,199.4,28851,5,Rural,1,No,9.84
HH_01715,274.9,72535,4,Urban,7,No,5.98
HH_01716,204.3,12478,6,Rural,1,No,9.88
HH_01717,215.0,25555,5,Urban,2,No,8.15
HH_01718,160.7,30390,5,Urban,1,No,6.16
HH_01719,266.9,16514,6,Rural,3,Yes,10.0
HH_01720,182.2,9831,3,Rural,1,No,9.61
HH_01721,258.4,74806,3,Urban,7,No,6.43
HH_01722,185.3,59463,2,Urban,5,Yes,6.7
HH_01723,180.3,14983,5,Rural,2,No,8.42
HH_01724,161.4,51437,4,Urban,4,No,7.59
HH_01725,205.3,40008,3,Urban,3,No,7.53
HH_01726,204.6,53906,3,Urban,5,No,7.51
HH_01727,240.9,15623,4,Urban,1,No,7.8
HH_01728,192.7,16493,6,Rural,1,No,9.39
HH_01729,243.1,33802,3,Urban,4,Yes,7.17
HH_01730,261.9,50883,1,Urban,6,No,7.96
HH_01731,187.4,12345,4,Rural,1,No,9.78
HH_01732,147.1,7809,3,Urban,1,No,8.02
HH_01733,217.4,9406,8,Rural,1,No,9.24
HH_01734,190.9,33741,4,Urban,1,Yes,5.99
HH_01735,263.5,18703,3,Rural,3,No,7.59
HH_01736,149.3,49433,1,Rural,3,No,8.33
HH_01737,228.4,25534,6,Rural,2,Yes,10.0
HH_01738,184.8,36754,5,Urban,3,No,6.79
HH_01739,192.7,34326,5,Urban,3,Yes,6.86
HH_01740,268.3,34913,7,Rural,2,No,8.11
HH_01741,176.3,24563,3,Urban,4,No,6.54
HH_01742,115.8,32174,4,Urban,1,No,6.7
HH_01743,190.2,18206,5,Urban,1,No,7.91
HH_01744,238.0,42170,6,Rural,3,No,8.36
HH_01745,179.2,22779,5,Rural,1,No,8.68
HH_01746,169.6,22893,3,Urban,3,Yes,7.1
HH_01747,179.9,16805,2,Rural,1,No,9.41
HH_01748,182.2,47519,1,Urban,6,Yes,7.47
HH_01749,176.5,30111,3,Urban,2,No,5.98
HH_01750,132.1,25397,1,Urban,1,Yes,6.95
HH_01751,221.8,23636,5,Urban,1,Yes,7.52
HH_01752,227.5,42893,4,Urban,4,No,7.59
HH_01753,186.0,14520,4,Rural,1,Yes,9.36
HH_01754,221.4,13709,8,Rural,1,No,9.93
HH_01755,97.1,15700,3,Urban,1,Yes,6.61
HH_01756,207.2,36669,3,Urban,4,Yes,7.69
HH_01757,204.8,31393,5,Urban,2,Yes,9.09
HH_01758,167.4,14840,1,Rural,1,No,9.29
HH_01759,213.5,20279,4,Rural,3,Yes,9.22
HH_01760,264.0,28195,4,Rural,3,No,9.42
HH_01761,254.0,53318,7,Urban,6,No,6.61
HH_01762,210.5,48763,4,Urban,6,Yes,6.38
HH_01763,145.3,30293,5,Urban,2,No,7.52
HH_01764,169.1,24907,5,Urban,2,No,6.25
HH_01765,152.6,18708,3,Urban,2,No,8.0
HH_01766,130.4,24519,3,Urban,1,No,8.03
HH_01767,182.7,18213,6,Rural,1,Yes,7.91
HH_01768,192.7,21836,2,Urban,1,No,7.76
HH_01769,217.8,37076,1,Urban,4,No,7.17
HH_01770,142.5,10085,2,Rural,1,No,10.0
HH_01771,201.5,12919,4,Urban,2,No,8.84
HH_01772,197.3,29430,1,Rural,2,No,9.66
HH_01773,206.6,26329,3,Urban,2,No,8.51
HH_01774,235.4,10893,4,Rural,1,No,9.03
HH_01775,194.9,18156,7,Urban,3,Yes,7.9
HH_01776,179.4,45112,7,Urban,2,No,7.0
HH_01777,216.9,41071,4,Rural,5,No,7.98
HH_01778,220.9,27481,3,Urban,4,Yes,7.59
HH_01779,96.3,30753,3,Urban,2,No,7.4
HH_01780,246.6,66574,4,Urban,7,No,6.65
HH_01781,97.1,11811,1,Urban,1,No,7.76
HH_01782,303.9,58585,8,Rural,7,No,8.5
HH_01783,459.7,151685,6,Urban,16,No,5.96
HH_01784,221.3,6900,5,Urban,2,Yes,7.43
HH_01785,116.2,33011,3,Urban,1,No,6.4
HH_01786,182.9,11693,4,Rural,1,No,9.85
HH_01787,183.9,29858,8,Urban,1,Yes,8.16
HH_01788,247.3,14003,6,Rural,1,Yes,9.55
HH_01789,163.7,29295,3,Rural,5,No,8.08
HH_01790,187.0,32714,4,Urban,3,Yes,7.32
HH_01791,186.7,10421,4,Rural,2,No,9.56
HH_01792,157.7,31564,4,Urban,3,No,6.59
HH_01793,264.2,47666,3,Urban,5,Yes,6.54
HH_01794,118.4,8847,1,Rural,1,No,9.24
HH_01795,153.2,6703,3,Rural,1,No,10.0
HH_01796,355.8,115699,4,Urban,11,Yes,6.09
HH_01797,157.3,23804,3,Urban,1,Yes,7.13
HH_01798,170.4,32231,1,Urban,3,No,7.27
HH_01799,163.1,27568,4,Urban,2,Yes,6.99
HH_01800,194.0,48628,2,Urban,4,Yes,6.81
HH_01801,270.6,101394,2,Urban,10,No,6.75
HH_01802,190.8,49566,4,Urban,5,Yes,5.58
HH_01803,174.2,14073,6,Urban,2,No,8.82
HH_01804,238.2,7845,9,Rural,1,No,10.0
HH_01805,165.0,14168,3,Rural,1,No,9.39
HH_01806,199.7,15324,6,Rural,2,No,8.58
HH_01807,196.1,12455,3,Urban,1,Yes,8.73
HH_01808,275.8,57222,8,Urban,7,No,7.2
HH_01809,196.4,18238,4,Urban,3,No,7.27
HH_01810,339.0,85740,4,Urban,10,No,5.68
HH_01811,341.4,104347,9,Urban,10,No,5.79
HH_01812,218.1,30156,6,Urban,4,Yes,7.63
HH_01813,178.2,23423,6,Rural,1,No,9.81
HH_01814,241.5,16712,7,Urban,4,No,7.95
HH_01815,260.7,26169,6,Rural,3,No,9.41
HH_01816,182.1,25956,4,Urban,3,No,7.28
HH_01817,195.7,9374,4,Rural,1,No,10.0
HH_01818,143.7,29422,3,Urban,1,No,7.32
HH_01819,190.9,26467,6,Urban,1,Yes,9.01
HH_01820,135.5,28796,3,Urban,2,Yes,6.98
HH_01821,217.9,31822,3,Rural,3,No,9.26
HH_01822,230.3,21849,3,Urban,4,No,9.38
HH_01823,290.9,99123,1,Urban,8,Yes,7.05
HH_01824,211.6,15804,4,Urban,3,Yes,8.33
HH_01825,199.6,47447,3,Rural,4,No,8.89
HH_01826,215.8,19019,4,Urban,1,No,7.72
HH_01827,184.5,34978,1,Urban,3,Yes,7.25
HH_01828,178.7,26081,3,Urban,2,Yes,7.1
HH_01829,150.9,14645,1,Rural,1,No,8.03
HH_01830,242.6,56608,5,Urban,5,No,7.5
HH_01831,219.2,86077,5,Urban,7,No,5.22
HH_01832,208.1,36770,3,Rural,3,Yes,9.37
HH_01833,175.0,27451,2,Urban,3,No,7.27
HH_01834,226.1,39091,9,Urban,2,Yes,6.55
HH_01835,222.9,21891,3,Urban,2,No,8.75
HH_01836,226.9,19306,5,Urban,3,No,6.51
HH_01837,203.9,17594,3,Urban,3,No,7.17
HH_01838,143.9,26918,4,Urban,3,Yes,7.07
HH_01839,150.4,20908,1,Rural,1,Yes,9.26
HH_01840,153.5,5716,7,Rural,1,No,8.93
HH_01841,298.0,34039,9,Urban,4,No,8.57
HH_01842,234.7,86917,4,Urban,7,Yes,5.34
HH_01843,249.4,68613,2,Urban,6,No,10.0
HH_01844,134.8,12670,1,Rural,1,Yes,8.45
HH_01845,238.8,15138,1,Urban,3,No,10.0
HH_01846,239.5,46119,6,Urban,4,No,8.06
HH_01847,209.2,8713,9,Urban,1,Yes,7.78
HH_01848,266.2,68131,5,Urban,7,No,6.96
HH_01849,194.5,30790,3,Urban,3,Yes,7.16
HH_01850,261.9,54009,5,Rural,6,No,8.81
HH_01851,196.8,12418,3,Urban,1,No,7.21
HH_01852,257.6,31226,4,Rural,3,No,9.52
HH_01853,227.4,32951,7,Urban,3,Yes,7.57
HH_01854,164.1,14757,5,Rural,1,No,8.46
HH_01855,216.9,7912,4,Rural,2,No,9.72
HH_01856,232.5,25734,8,Rural,3,No,9.35
HH_01857,270.6,52511,5,Urban,5,Yes,6.49
HH_01858,328.2,102148,5,Urban,9,No,5.82
HH_01859,240.1,64082,1,Urban,6,Yes,7.26
HH_01860,166.6,24508,3,Urban,3,No,8.45
HH_01861,164.5,19163,5,Urban,1,No,7.56
HH_01862,204.9,7919,6,Rural,1,No,10.0
HH_01863,188.3,43567,3,Rural,3,No,9.66
HH_01864,163.5,21942,1,Urban,2,Yes,8.67
HH_01865,267.9,85070,5,Urban,7,Yes,6.8
HH_01866,201.2,24665,3,Rural,2,Yes,8.35
HH_01867,248.0,21940,6,Rural,1,No,9.84
HH_01868,183.7,29114,6,Urban,1,Yes,7.34
HH_01869,281.7,52026,6,Urban,8,No,7.48
HH_01870,157.2,17833,2,Rural,3,No,8.69
HH_01871,206.7,28045,6,Urban,2,Yes,7.03
HH_01872,221.3,53141,4,Urban,6,No,6.49
HH_01873,185.3,16510,4,Rural,2,No,8.16
HH_01874,142.5,11149,1,Rural,1,No,8.85
HH_01875,168.1,25797,3,Rural,2,No,8.23
HH_01876,197.1,17322,2,Rural,1,No,9.66
HH_01877,232.4,46931,6,Urban,5,No,6.31
HH_01878,265.8,26656,7,Urban,3,Yes,7.0
HH_01879,152.6,16943,2,Urban,3,No,7.72
HH_01880,360.1,99126,6,Urban,10,Yes,7.66
HH_01881,272.7,88527,2,Urban,11,No,5.85
HH_01882,203.6,59478,3,Urban,5,Yes,5.83
HH_01883,195.5,27734,1,Urban,4,Yes,6.47
HH_01884,203.4,15031,3,Rural,1,No,8.56
HH_01885,238.3,80217,1,Urban,6,Yes,6.03
HH_01886,264.9,28305,4,Urban,4,No,9.35
HH_01887,242.3,23946,9,Urban,3,No,8.36
HH_01888,333.5,107628,1,Urban,11,No,5.81
HH_01889,197.4,17492,2,Rural,1,Yes,10.0
HH_01890,175.6,101129,3,Urban,9,No,5.69
HH_01891,163.0,15124,3,Urban,1,Yes,7.42
HH_01892,202.4,24564,6,Rural,2,No,8.7
HH_01893,318.7,121267,6,Urban,11,Yes,6.63
HH_01894,196.1,35630,5,Urban,1,No,7.32
HH_01895,236.8,29872,4,Urban,4,Yes,8.68
HH_01896,180.0,17369,7,Urban,1,Yes,8.05
HH_01897,258.1,34459,1,Rural,4,No,9.62
HH_01898,110.9,22049,3,Urban,1,Yes,6.17
HH_01899,177.8,33064,8,Urban,3,No,6.06
HH_01900,142.1,16687,4,Urban,2,No,6.39
HH_01901,265.6,89075,1,Urban,9,No,6.05
HH_01902,236.9,69984,4,Urban,6,Yes,5.51
HH_01903,202.4,17662,6,Rural,2,No,10.0
HH_01904,152.3,17511,2,Urban,2,Yes,7.54
HH_01905,269.8,87960,4,Urban,8,Yes,6.91
HH_01906,134.9,28100,4,Urban,1,Yes,7.12
HH_01907,195.3,18033,3,Urban,1,No,8.35
HH_01908,213.1,12159,5,Urban,1,No,6.23
HH_01909,175.1,12216,3,Rural,1,Yes,9.26
HH_01910,203.1,7520,2,Rural,2,Yes,9.79
HH_01911,201.6,24086,3,Urban,3,No,8.05
HH_01912,265.5,54707,6,Urban,4,Yes,6.77
HH_01913,246.9,14369,2,Rural,3,No,7.89
HH_01914,202.5,43326,3,Urban,4,Yes,8.04
HH_01915,200.8,22676,6,Urban,2,Yes,7.3
HH_01916,199.7,36395,3,Urban,2,No,7.11
HH_01917,290.2,56992,7,Rural,5,No,10.0
HH_01918,176.8,14603,4,Rural,2,Yes,9.33
HH_01919,155.5,44079,6,Urban,3,Yes,6.8
HH_01920,175.2,7036,5,Rural,1,No,8.93
HH_01921,279.1,87130,2,Urban,9,No,6.95
HH_01922,160.9,26285,5,Urban,1,No,6.89
HH_01923,189.5,65737,5,Urban,4,No,7.23
HH_01924,230.5,32506,7,Urban,4,Yes,8.31
HH_01925,311.0,50516,4,Urban,7,Yes,7.03
HH_01926,176.6,52350,1,Urban,5,Yes,7.86
HH_01927,175.2,26679,2,Urban,3,Yes,7.48
HH_01928,162.7,34657,2,Rural,2,No,8.34
HH_01929,223.4,22196,1,Urban,3,Yes,6.29
HH_01930,183.8,55818,4,Urban,5,No,7.22
HH_01931,187.8,27694,5,Urban,3,Yes,7.75
HH_01932,223.0,43167,4,Urban,4,No,8.02
HH_01933,200.7,13642,4,Rural,1,No,9.98
HH_01934,236.5,18547,3,Rural,2,No,10.0
HH_01935,207.3,9445,3,Rural,1,No,8.89
HH_01936,195.4,40604,4,Urban,4,No,7.57
HH_01937,210.5,35940,3,Urban,4,No,6.82
HH_01938,173.8,25311,4,Urban,1,No,8.31
HH_01939,186.7,33863,5,Urban,3,No,6.66
HH_01940,306.9,37930,9,Urban,5,Yes,8.06
HH_01941,204.4,24180,6,Urban,2,No,6.99
HH_01942,271.2,32397,8,Urban,2,No,8.05
HH_01943,219.5,19144,5,Urban,2,Yes,8.64
HH_01944,407.4,142991,8,Urban,15,Yes,4.17
HH_01945,107.7,33982,4,Rural,2,No,7.83
HH_01946,214.8,21204,5,Rural,2,No,9.32
HH_01947,243.2,70712,1,Urban,7,No,6.83
HH_01948,187.5,5489,2,Rural,1,No,9.19
HH_01949,209.3,7543,3,Urban,1,No,7.5
HH_01950,232.3,14165,8,Rural,1,No,8.58
HH_01951,156.0,7871,4,Rural,1,No,9.64
HH_01952,210.2,30367,6,Urban,2,Yes,6.7
HH_01953,230.5,20363,4,Rural,2,No,9.44
HH_01954,206.6,31268,2,Rural,5,No,8.49
HH_01955,181.9,9092,5,Rural,1,No,9.02
HH_01956,243.7,22877,7,Rural,1,No,10.0
HH_01957,207.6,35303,4,Urban,3,No,8.14
HH_01958,223.3,43114,4,Urban,3,No,6.44
HH_01959,178.5,13177,1,Rural,2,Yes,8.58
HH_01960,199.5,80256,3,Urban,8,No,7.18
HH_01961,229.7,32892,7,Urban,4,No,6.28
HH_01962,253.5,101479,1,Urban,9,No,7.33
HH_01963,238.0,21782,6,Urban,3,Yes,7.73
HH_01964,180.5,54655,1,Urban,3,Yes,6.56
HH_01965,176.0,17366,6,Rural,1,No,9.21
HH_01966,226.1,28751,5,Urban,3,No,8.59
HH_01967,224.7,26305,7,Rural,2,No,7.34
HH_01968,193.6,15042,2,Rural,1,Yes,10.0
HH_01969,238.0,7086,7,Urban,1,No,8.85
HH_01970,134.3,5571,3,Urban,1,No,7.67
HH_01971,270.5,75098,5,Urban,8,No,6.59
HH_01972,163.8,37657,4,Rural,4,Yes,8.94
HH_01973,297.5,55855,4,Rural,6,No,9.09
HH_01974,175.0,34633,3,Urban,2,No,6.81
HH_01975,162.8,16115,3,Urban,1,Yes,7.72
HH_01976,159.7,27210,3,Urban,1,Yes,7.45
HH_01977,243.6,35240,5,Urban,4,No,7.92
HH_01978,220.2,9836,3,Rural,1,No,10.0
HH_01979,251.8,48400,5,Rural,6,No,8.05
HH_01980,337.7,134162,3,Urban,13,No,5.64
HH_01981,185.7,23982,3,Rural,1,No,8.48
HH_01982,147.0,34772,6,Urban,3,No,7.0
HH_01983,136.9,8276,1,Rural,1,Yes,8.51
HH_01984,266.9,88518,4,Urban,8,No,5.18
HH_01985,217.0,36639,4,Urban,1,No,8.3
HH_01986,225.1,15132,3,Rural,1,No,9.53
HH_01987,177.7,46714,4,Urban,4,Yes,7.24
HH_01988,220.9,12666,5,Rural,1,No,8.59
HH_01989,211.0,19658,3,Rural,1,Yes,9.1
HH_01990,153.7,14729,1,Urban,1,Yes,6.83
HH_01991,186.1,67195,3,Urban,7,No,6.77
HH_01992,175.7,16906,4,Rural,1,No,9.48
HH_01993,253.3,70149,4,Urban,7,Yes,6.31
HH_01994,181.4,31021,5,Urban,2,No,6.85
HH_01995,86.3,32253,2,Urban,1,No,7.04
HH_01996,228.2,8697,7,Rural,2,No,10.0
HH_01997,199.9,55213,2,Urban,6,No,7.18
HH_01998,186.3,20694,5,Urban,1,Yes,6.36
HH_01999,186.0,13443,1,Rural,1,No,9.86
HH_02000,204.9,35021,2,Urban,3,No,7.82
HH_02001,155.1,19358,1,Rural,1,No,9.32
HH_02002,188.7,12574,4,Urban,1,Yes,9.11
HH_02003,194.1,15672,3,Rural,2,No,9.26
HH_02004,278.8,29006,6,Rural,4,Yes,9.34
HH_02005,166.9,27892,3,Urban,2,No,7.89
HH_02006,188.7,15729,4,Rural,2,Yes,9.94
HH_02007,250.2,38582,5,Urban,4,No,7.14
HH_02008,214.7,32452,7,Urban,1,Yes,6.91
HH_02009,203.6,18859,5,Urban,1,No,8.46
HH_02010,259.8,17611,6,Rural,1,No,9.94
HH_02011,320.5,63547,3,Urban,7,Yes,7.88
HH_02012,236.1,18627,3,Urban,3,No,8.02
HH_02013,214.5,27956,10,Urban,3,No,6.19
HH_02014,239.7,15277,7,Urban,2,No,7.88
HH_02015,276.6,61570,8,Urban,6,Yes,6.93
HH_02016,209.1,33113,4,Urban,4,No,8.4
HH_02017,190.7,21014,6,Urban,2,No,8.49
HH_02018,220.5,36992,3,Urban,4,Yes,7.84
HH_02019,181.0,16999,2,Urban,2,No,6.05
HH_02020,223.6,18826,4,Urban,2,Yes,7.02
HH_02021,184.2,7495,1,Rural,1,No,9.1
HH_02022,180.3,18453,3,Urban,1,No,7.41
HH_02023,270.9,79023,5,Urban,8,Yes,6.71
HH_02024,213.5,22544,3,Urban,3,No,8.8
HH_02025,167.2,46297,3,Urban,4,Yes,7.8
HH_02026,175.0,21190,3,Urban,1,No,6.9
HH_02027,207.4,28391,2,Rural,3,No,8.34
HH_02028,215.8,18910,3,Urban,1,No,6.94
HH_02029,230.6,35833,8,Urban,3,Yes,7.28
HH_02030,248.8,36127,1,Urban,5,No,8.01
HH_02031,324.9,141462,4,Urban,13,No,6.21
HH_02032,299.8,51090,7,Urban,5,No,6.79
HH_02033,215.0,24522,2,Urban,2,Yes,7.55
HH_02034,268.0,52792,5,Urban,4,No,8.4
HH_02035,286.1,126248,3,Urban,11,Yes,4.53
HH_02036,205.4,6770,6,Rural,1,No,9.91
HH_02037,175.4,10857,3,Rural,1,No,9.75
HH_02038,169.1,30362,2,Urban,4,Yes,7.23
HH_02039,201.1,27251,4,Urban,2,Yes,7.51
HH_02040,217.4,14742,8,Rural,1,No,9.59
HH_02041,190.5,16003,3,Urban,2,No,7.5
HH_02042,205.6,41793,1,Rural,4,No,8.25
HH_02043,127.6,14906,1,Urban,2,No,7.18
HH_02044,220.8,15962,3,Rural,1,Yes,10.0
HH_02045,207.5,33712,3,Rural,3,Yes,8.56
HH_02046,227.5,34371,2,Urban,4,Yes,7.56
HH_02047,145.0,19447,4,Urban,1,No,8.3
HH_02048,180.8,15582,6,Urban,2,No,7.57
HH_02049,184.2,30488,7,Urban,1,Yes,7.5
HH_02050,214.5,22223,4,Urban,3,Yes,8.02
HH_02051,170.6,20358,3,Rural,1,No,8.47
HH_02052,195.1,15096,3,Urban,1,No,6.52
HH_02053,236.0,57006,2,Urban,5,Yes,6.4
HH_02054,191.1,19292,6,Rural,1,No,10.0
HH_02055,260.9,39222,3,Urban,2,Yes,6.85
HH_02056,297.6,83095,8,Urban,8,Yes,6.61
HH_02057,225.8,13841,5,Rural,1,No,8.21
HH_02058,207.3,22643,8,Urban,1,No,8.68
HH_02059,202.9,25196,2,Urban,3,Yes,7.32
HH_02060,226.4,31181,4,Urban,3,No,7.09
HH_02061,151.0,17043,5,Rural,1,Yes,9.11
HH_02062,269.9,21262,7,Urban,1,Yes,9.65
HH_02063,147.5,10396,3,Urban,1,Yes,8.19
HH_02064,175.9,24997,4,Urban,2,Yes,7.44
HH_02065,221.0,43434,10,Urban,4,No,4.92
HH_02066,164.0,19533,2,Rural,1,No,10.0
HH_02067,248.9,71885,6,Urban,7,Yes,6.15
HH_02068,253.0,58187,7,Rural,7,No,7.78
HH_02069,220.8,55199,3,Urban,4,Yes,6.4
HH_02070,283.8,80227,6,Urban,7,Yes,7.73
HH_02071,218.6,28515,1,Rural,5,No,8.97
HH_02072,312.7,97640,4,Urban,10,Yes,5.02
HH_02073,345.2,106256,6,Urban,9,Yes,5.92
HH_02074,140.0,31851,3,Rural,2,No,8.28
HH_02075,272.0,53472,5,Urban,4,Yes,7.33
HH_02076,205.8,30944,5,Urban,3,Yes,7.15
HH_02077,135.0,17559,2,Rural,2,No,7.95
HH_02078,198.8,28578,4,Urban,2,Yes,7.44
HH_02079,239.0,50810,4,Urban,6,Yes,7.05
HH_02080,195.9,22717,3,Urban,2,Yes,6.61
HH_02081,207.3,31208,8,Urban,2,Yes,5.89
HH_02082,196.6,8518,5,Urban,1,No,8.09
HH_02083,204.6,50613,3,Rural,4,Yes,8.37
HH_02084,123.0,30663,2,Urban,1,Yes,7.29
HH_02085,223.2,23658,3,Rural,2,No,9.69
HH_02086,204.7,83933,2,Urban,7,No,4.94
HH_02087,211.2,41909,2,Urban,4,No,7.31
HH_02088,277.9,83258,1,Urban,7,Yes,7.03
HH_02089,208.4,8544,7,Rural,1,No,9.22
HH_02090,362.0,147492,3,Urban,15,Yes,4.2
HH_02091,256.8,67196,5,Urban,7,Yes,6.27
HH_02092,197.0,20407,5,Rural,2,No,8.79
HH_02093,245.7,82302,5,Urban,10,No,5.26
HH_02094,175.8,17359,4,Urban,1,No,8.0
HH_02095,199.6,15137,4,Rural,2,No,9.25
HH_02096,243.8,83254,5,Urban,8,Yes,5.99
HH_02097,112.9,11417,1,Urban,2,No,8.6
HH_02098,190.0,48990,6,Urban,5,Yes,6.71
HH_02099,285.9,48166,3,Urban,5,No,8.33
HH_02100,298.3,114078,5,Urban,10,No,5.72
HH_02101,132.2,6962,3,Rural,1,No,8.63
HH_02102,231.9,91939,3,Urban,8,Yes,5.6
HH_02103,214.9,12867,7,Rural,1,No,9.36
HH_02104,170.7,13765,1,Rural,1,No,8.42
HH_02105,192.3,16812,7,Urban,1,No,7.83
HH_02106,239.9,9371,3,Rural,1,No,9.03
HH_02107,254.8,22930,5,Rural,1,Yes,8.77
HH_02108,209.7,9234,5,Rural,1,No,9.32
HH_02109,264.3,54571,9,Urban,5,Yes,7.83
HH_02110,219.1,23513,7,Urban,2,Yes,7.16
HH_02111,142.7,16903,3,Urban,2,No,7.86
HH_02112,213.1,25499,3,Urban,2,Yes,7.91
HH_02113,263.9,42835,7,Urban,6,Yes,6.27
HH_02114,193.8,29634,7,Urban,3,Yes,7.9
HH_02115,196.7,35725,3,Urban,4,No,8.02
HH_02116,234.2,27333,3,Rural,3,No,9.8
HH_02117,196.1,67007,4,Urban,7,No,5.91
HH_02118,159.8,29057,5,Urban,2,No,6.66
HH_02119,135.4,18705,1,Urban,1,Yes,7.64
HH_02120,275.0,36635,6,Urban,5,Yes,7.27
HH_02121,249.3,46420,2,Urban,4,Yes,7.19
HH_02122,215.1,14569,8,Urban,1,Yes,7.47
HH_02123,111.2,20511,6,Urban,2,No,7.8
HH_02124,173.2,22733,7,Urban,3,Yes,5.57
HH_02125,311.8,30896,4,Urban,3,Yes,7.99
HH_02126,189.7,22169,4,Urban,1,No,8.8
HH_02127,159.8,53494,4,Urban,6,No,6.6
HH_02128,263.6,13360,6,Urban,1,No,7.94
HH_02129,164.1,13565,6,Urban,1,Yes,9.12
HH_02130,250.5,28646,6,Urban,4,No,7.53
HH_02131,115.5,31499,1,Urban,1,Yes,7.69
HH_02132,263.1,7520,4,Rural,1,No,10.0
HH_02133,154.5,12507,4,Rural,1,No,10.0
HH_02134,186.6,14150,5,Rural,2,No,8.42
HH_02135,246.4,27642,6,Urban,3,No,7.19
HH_02136,151.8,38339,1,Urban,2,No,8.04
HH_02137,197.5,23532,1,Urban,3,No,7.99
HH_02138,206.8,43688,3,Rural,1,Yes,9.29
HH_02139,171.2,24126,2,Rural,2,No,6.99
HH_02140,117.3,11090,1,Rural,1,No,7.76
HH_02141,173.4,19050,4,Rural,1,No,10.0
HH_02142,211.0,37703,6,Urban,3,Yes,7.95
HH_02143,242.9,37307,3,Rural,4,No,9.13
HH_02144,234.4,12555,4,Rural,3,No,8.3
HH_02145,192.0,55464,3,Urban,3,No,6.68
HH_02146,245.5,18457,6,Rural,2,No,9.64
HH_02147,237.8,85651,4,Urban,10,No,5.35
HH_02148,210.4,39052,3,Rural,3,No,8.25
HH_02149,165.6,20258,1,Rural,1,No,9.45
HH_02150,237.4,29903,6,Urban,3,No,7.95
HH_02151,228.2,24393,3,Rural,3,No,8.66
HH_02152,193.9,31408,6,Urban,3,Yes,8.24
HH_02153,256.5,49331,7,Rural,4,No,9.38
HH_02154,254.4,18867,9,Rural,1,No,7.74
HH_02155,223.4,27438,2,Urban,4,Yes,8.83
HH_02156,194.0,13661,4,Rural,1,Yes,10.0
HH_02157,131.3,16903,3,Urban,1,Yes,7.88
HH_02158,213.5,48875,4,Urban,3,No,7.02
HH_02159,145.9,21398,5,Urban,1,Yes,8.26
HH_02160,284.8,67642,6,Urban,8,No,7.22
HH_02161,189.4,16112,8,Urban,1,No,7.51
HH_02162,247.0,37776,3,Urban,5,No,8.62
HH_02163,234.7,69789,4,Urban,8,No,5.07
HH_02164,192.3,9621,8,Urban,1,Yes,7.32
HH_02165,203.5,60420,6,Rural,3,No,8.78
HH_02166,188.4,27117,7,Urban,1,No,7.49
HH_02167,200.7,19590,4,Rural,1,No,9.73
HH_02168,253.7,49314,8,Urban,6,No,6.01
HH_02169,208.9,54110,5,Urban,4,No,6.83
HH_02170,213.8,41251,4,Urban,3,Yes,8.19
HH_02171,266.7,63674,5,Urban,6,No,5.67
HH_02172,218.9,47788,4,Urban,3,No,6.96
HH_02173,250.8,100672,4,Urban,10,No,5.76
HH_02174,240.4,47882,6,Urban,3,No,7.44
HH_02175,387.6,113764,3,Urban,14,Yes,6.26
HH_02176,240.2,60099,3,Urban,5,No,7.0
HH_02177,114.4,11844,2,Urban,3,Yes,7.58
HH_02178,298.9,86231,7,Rural,7,Yes,8.0
HH_02179,259.9,24797,8,Urban,2,No,7.44
HH_02180,223.4,44154,5,Rural,4,Yes,8.69
HH_02181,268.0,18291,2,Rural,1,No,10.0
